ID,Tweet_ID,Isi_Tweet,Tanggal_Tweet,Kandidat,Aplikasi,Lokasi User,Sentimen,,,,
-35290723,JokowiPres,"RT @edymasran: @AkhmadRF HT presiden lbh baik drpd Mega apalagi Ical. Pro ekonomi rakyat, Capres: Jokowi & DI. Cawapres: HT & Mahfud.",8/9/2013 3:03,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-30595169,DillaKutil,"Trus bayangin Farhat Abbas presiden, Vicky Prasetyo wakilnya RT @ayaliara Ngebayangin kalo Dahlan Iskan jadi Presiden & Jokowi jadi wakilnya",11/1/2013 5:32,Jokowi,web,Ciledug,1,,,,
-26010007,suratmanTHR,Jokowie ga boleh atau dilarang nyaloni jadi PRESIDEN  prabowo yg melarang .. Kenapa maaaassss ... takut kegusur yaaaa...???,9/5/2013 17:15,Prabowo,web,betawie,-1,,,,
-25627509,imansoerjaabadi,SBY VS next Presiden Jokowi,11/7/2013 3:26,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Medan @StandUpIndo_MDN,1,,,,
-24430793,gilangputra,"Jikalau PDI P tidak memajukan Jokowi sebagai Capres, JK bisa jadi pilihan rasional buat PDIP #pdip",2/21/2014 15:19,None,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,1,,,,
-22822498,abalainwinda,"RT @Agussugiyono66: @Prabowo08: Prabowo tdk ngoyo jadi presiden. Prabowo hanya ingin Indonesia merdeka, Indonesia berdikari. Tdk hanya mnjd...",9/30/2013 14:25,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Lawanggintung bogor selatan,1,,,,
-22350871,Indopolitica,"RT @TrioMacan2000: Ada yg waras di PDIP @S05sinawang: Guruh masih berfikir jernih""@rezkykamal7: Guruh Sukarno: Blm Waktunya Presiden, Jokow...",9/13/2013 22:21,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Menara KADIN Jkt,-1,,,,
-19091201,amandanova79,"Jangan jokowi lah urus jkt dulu,dan gak bgt deh kalo presiden jokowi @TrioMacan2000: Kapasitas jokowi sbg gub DKI saja blm teruji ""@n0ngn1:",8/29/2013 9:32,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
-18305842,yostiawan,"Paling mantep utk 2014: Presiden ARB, ketua MPR Mega, Kapolri Timur (pensiun dibatalkan), Ketua KPK Ani Y, Ketua MA Ruhut. Ancur-ancur, dah!",9/24/2013 10:50,Aburizal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",up there,-1,,,,
-18278390,kiel_sijabat,"""Siap pak Presiden. @jokowi_do2: Klo semua potensi kekuatan bersatu #IndonesiaHebat""",11/7/2013 23:30,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jakarta Selatan,1,,,,
-13071843,DonyWenas,"You Are The Next Presiden : Prabowo Subianto, Pemimpin yang Murah senyum, Lemah Lembut, dan Berani Tegas Dalam Aturan Dan Keputusan. Donjon",8/3/2013 5:27,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-9484872,lesmana_sofyan,"Calon golkar capres ARB ternyata tdk semanis perolehan suara sebagaimana d legislatif, byk faktor yg melatar belakangi, salah satunya JK",11/5/2013 6:31,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Paris1Arrondissement,SeineRver",-1,,,,
-8201312,iphankiedis,"""@Herrreza: Saya gak mikir maka saya jadi presiden - Jokowi"" Hahahahaa...",2/5/2014 5:01,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
-5973652,kritik_us,"@Presiden2014com @mohmahfudmd Om Presiden Jokowi, Wapres Oma Irama, Kita Ngungsi Sementara",2/9/2014 14:51,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
-4838496,SalmanAlwii,"PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres dar...",9/14/2013 11:41,Hatta,,"Purwakarta,Sadang-Ciwangi",-1,,,,
-4420476,hendriycole,"Jabar? RT @chamadhojin: DKI Ahok, Jateng Ganjar, Jatim Khofifah, dan presiden Jokowi. Kombinasi paten cc @nongandah",8/2/2013 16:50,Jokowi,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Cianjur-Stamford Bridge,1,,,,
-2757623,KujangSangata,"RT @fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL.",9/9/2013 3:24,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-417894,ITKsawery506,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:36,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",yo,1,,,,
405416,TwittUnik,RT @Me_AswinDP: Menurut saya akan keren jika Indonesia ber presiden kan @aniesbaswedan  dan wakil presiden @jokowi_do2 ...,9/13/2013 18:05,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,1,,,,
3979726,Indopolitica,"RT @enumbero: Mega capres,jokowi cawapres.Mega maksa:pasangan ini kalah.Tdk koalisi""@AdeAyuSasmita: Jika Jokowi Pasti Nyapres, PDIP Tetap H...",9/21/2013 18:17,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Menara KADIN Jkt,-1,,,,
4448740,marcopolo237,"Pak @iskan_dahlan  dong yg lebih tepat jd presiden, @jokowi_do2  biar tetep jd gubernur DKI.",8/15/2013 6:36,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Blitar,1,,,,
6160318,AlfalahDifa,"""@provokatrok: kalo gitu presiden jokowi, wapres jokowi, menteri jokowi, gubernur jokowi, semua aja jokowi. Blm juga beres 1 tugas..indon""",8/3/2013 16:42,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Indonesia - Turin,1,,,,
11867214,intipcipeundeuy,"Rating tertinggi untuk pemilihan presiden, Prabowo patut di perhitungkan meski tragedi semanggi masih menghantui sebagian masyarakat.",2/18/2014 17:22,None,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,1,,,,
14718871,AndreaP50836072,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:35,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",UK,1,,,,
15517215,tidakditemukann,Anak Muda Depok Galang Dukungan untuk Capres Jokowi,2/14/2014 23:47,None,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,1,,,,
15658687,TuitIndonesia,#TuitIndonesia Anak Muda Depok Galang Dukungan untuk Capres Jokowi #Indonesia #Tuit,2/14/2014 23:59,None,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,1,,,,
15660197,fallenokta,"Apa komposisi ini udah bagus; prabowo sbg presiden, jokowi wapres; ahok mjd gub DKI;",8/3/2013 2:32,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",Middle earth /,1,,,,
16249673,rijal_cole,"Wakilnya Dahlan iskan""@Bemz_Q: Kalau aku jadi Presiden, Jokowi aku jadikan Menteri Koordinator Blusukan.""",11/22/2013 12:23,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",jakarta-Indonesia,-1,,,,
16618892,soewito_y,"Haha...jancuk tenan""@fadjroeL: Hehehe keren RT @lemanku: Calon presiden @jokowi_do2. Sedang berdiskusi dengan rakyatnya cc:@fadjroeL",9/24/2013 12:42,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Madioen n Cikeas,1,,,,
18773693,princetokek,"RT @dalgonyes: GOLKAR ! Daripada ribt dan ribet terus soal capres ARB ayo bikin konvensi terbuka,berani?kalau berani itu baru partainya rak...",9/29/2013 2:23,Aburizal,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Gecko farm,-1,,,,
20306115,imaniarkoe,RT @yepegtloh: dan LEGOWO RT @Prabowo08 Prabowo tdk ngoyo jd presiden.Prabowo hanya ingin Indonesia merdeka&berdikari.Tdk hanya jd kacung b...,9/12/2013 17:04,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Makassar, Indonesia",1,,,,
21288837,astridmeidita,"Presiden jokowi wakilnya risma mantep kayanya itu, kayaknya loh baru kayaknya",2/24/2014 8:06,None,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",,1,,,,
22895678,ezha24_,"RT @chandr4a: Besok mau ngecek Seknas Jokowow, semakin tdk yakin dg kemampuan Jokowi utk memantaskan diri jadi presiden, Prabowo-Ahok ajala",2/7/2014 19:26,None,web,,-1,,,,
24067291,Macan_Kulon,"""Rakyat Butuh Pemimpin Berani Bela Kepentingan Rakyat"" Figur itu hanya ada pada Capres ""Prabowo Subianto""",11/23/2013 8:37,Prabowo,web,Jakarta Indonesia,1,,,,
29138938,lhakimR,"Klu PE, MMD, JK, PS, dan HR bersedia jadi cawapres brsama capres Jokowi, itu baru kejutan@BarataMedia @Indopolitica",9/14/2013 3:32,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1,,,,
32366668,khumairahsamsir,"Andaikan jokowi jd presiden, jusuf kalla jd wakilnya.. Makmurmi mungkin indonesia :D",9/20/2013 5:14,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Rumah.basecamp.dimanapun,1,,,,
33476849,JunaidiZA,"Semoga terwujud jadi Presiden Jokowi :) RT @IndraJPiliang: Pola Solo ke Jakarta terulang. Di satu sisi Jokowi bilang : ""Capres apaan?""",11/26/2013 0:02,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","?: 1.663578,101.429738",1,,,,
34792900,eddies_song,"Dahlan Iskan semakin gak jls @despar54: Capres Dahlan Iskan Rilis Film ""Spatu skets Dahlan"" @Lili_Wilson @Re_bonjav @yusdiusman @sakezya99",2/27/2014 11:08,None,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",,-1,,,,
37067043,KujangSangata,"RT @Ronnie_Rusli: Kalau Dahlan tertarik duet dng Capres Jokowi sebagai Cawapres 2014 itu namanya tau dirinya adalah ""Jongos Presiden (aka P...",9/13/2013 15:54,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
38047356,harrypangestu97,@farhatabbaslaw capres prabowo lebih unggul di borneo di banding farhat,8/18/2013 11:48,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
43376404,rielpasser,"Jokowi klh gemuk""@JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*""",2/24/2014 16:25,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
43827004,zela_underDos,Mana yang lebih PANTAS JADI PRESIDEN @jokowi_do2 atau @farhatabbaslaw   #jelas JOKOWI,9/10/2013 12:41,Jokowi,"<a href=""http://www.snaptwit.com"" rel=""nofollow"">Snaptwit</a>",Not found,1,,,,
44464413,Alex_Junaidi,"Punya presiden Prabowo, siap2 dapet lungsuran hp...",2/10/2014 5:11,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,1,,,,
45712205,GigihAnangda,"Sepakat pak, cabut aj, cmn klo begitu kayanya g ada yg bakal milih bapak deh @tempodotco: Jika Jadi Presiden, Prabowo Akan Cabut Subsidi BBM",11/9/2013 10:15,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
46576613,chairulapane,Jika jd capres Jokowi hrs dicarikan tandingnya yg sepadan. Jgn capres yg 4L. Basiiii n pasti pecundang.,8/10/2013 8:20,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
49642955,despar54,"Charta Politika: Ical cuma ""underdog"" tak mampu kalahkan capres Prabowo JokoWi @Sofyan711 @KalongMbengi @panjiJARIPeduli @winprakarsa",9/18/2013 14:01,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jakarta,-1,,,,
51664548,Amirudin_Alatas,@MahfudMD_Info @kompascom  saya dukung mahfud jd presiden jk wakilnya. Insya allah makmur,11/4/2013 5:27,JK,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",surabaya,1,,,,
52916283,zaenalm_,RT @udayusuf: kalau capres. jokowi dan prabowo tampak yang prospektif.,2/12/2014 6:32,None,web,,1,,,,
54007088,m_unang,"@puan_maharani saatnya PDIP berjaya dng capres Jokowi, salah langkah malapetaka n yg ada caci maki, percayalah",2/15/2014 21:31,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-6.2755049, 106.7519844",1,,,,
54393019,GiovaniPetrucci,"Presiden: prabowo Wapres: ahok,indonesia pasti maju",8/13/2013 12:46,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,1,,,,
57321757,putra_rahar,"-VIVA- Putus Asa pada Janji Dahlan Hapus Outsourcing, DPR Panggil Presiden: ""Dahlan Iskan sudah tidak bisa dipegang ucapannya,""...  #VIVA",2/25/2014 1:22,None,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,-1,,,,
61537675,Indopolitica,"RT @VitraLaviola: 1. Mau survey 1000 % pun,ibu Mega gak akan lepaskan Jokowi jadi Capres. Jokowi jd capres dr partai lain akan dicap pengkh ",8/30/2013 13:28,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Menara KADIN Jkt,-1,,,,
62862046,kolo_ijo,RT @despar54: J Kalla: Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami @kolo_ijo @bertus_Aryadavi @Sunarwidjaja @J4j4nk @wahyudi_sudibya @a ,8/10/2013 7:09,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",surabaya,1,,,,
67265371,Caleg_Bersih,RT @kafirliberal: Sayah lebih setuju kalo #CaPres @jokowi_do2  Cawapresnya Irsan Noor @KujangSangata,9/26/2013 17:13,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
68544094,lakistyle,RT @sholeh_ug : berdoa agar #megawati terbuka hatinya untuk menjadikan @jokowi_do2 presiden #jokowi,9/23/2013 14:32,Jokowi,web,,1,,,,
71984943,axl_walning,"@trio macan 2000: itu ada juga capres prabowo atau yg dari hanura, pasti tahu donk kasus besar mereka? Mereka gak cukong om macan kan?????",2/26/2014 3:54,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
73725215,Gombez_765,"Kalo mau serang ya anatr Capres, Jokowi Lho gak mikir Capres kok Ribut @Khoiri_yay45 Hahahaha @CorruptRegime @despar54 @Big_Iwid @bert_dave",2/9/2014 13:12,None,web,,-1,,,,
79527254,ngobush2,"OMDO ""@despar54: Dahlan: Saya yakin Menangi Konvensi, April sy All out kalahkan Capres Jokowi @alankomar1 @eddies_song @bahdirja @bert_dave""",2/15/2014 16:17,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
80238471,despar54,"Parpol2 kompak Jegal Capres Jokowi RT @satriopanilih: Ini Kelompok parpol APA? Segitu munafiknya, kenapa mereka kebakaran jengot @kolo_ijo",8/28/2013 18:29,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,-1,,,,
81420190,panca66,"Aman, ada presiden Jokowi #eh RT @yogihartarto: Mdh2an 2015 Indonesia nggk alami hal yg sm RT @Reuters: Ukraine parliament votes to dismiss",2/22/2014 15:41,None,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",,1,,,,
81558425,RajaBoyol,@jackychan_ @MSukarnoputri @Rowan_Atkinson @ladygaga @agnezmo Mi permainan DUNIA MAYA gak pandang Presiden jk mau balaskan saja penderitaan,2/19/2014 22:03,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
82234504,ariesmargono,"RT @mike_febriano: @kabarpolitik Gw dukung Prabowo jadi presiden dan Puan jadi wakilnya. Atau opsi lain,Prabowo presiden,Mahfud wakil",2/12/2014 5:20,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,1,,,,
83242646,RoyMarten56,"RT @despar54: Charta Politika: Ical cuma ""underdog"" tak mampu kalahkan capres Prabowo JokoWi @debley11 @andrianus_ba @winprakarsa @masbedjo...",9/18/2013 14:03,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",JABAR,-1,,,,
83769269,KujangSangata,"RT @KodratArief: Ngimpi kli , penjaga palang tol boleh jg ""@despar54: Capres Dahlan Isk: Visi RI 10 Besar DiDunia @liriksoe @BukanPejabat_ ...",9/11/2013 3:28,Dahlan,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
85859223,KujangSangata,RT @koeztri: @alankomar_ @tutihand_ emang ada #capres jokowi ya ?,9/19/2013 0:57,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
88524544,despar54,J Kalla: Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami @PaijoKopet @michico_ayano @wakadol2012 @SR_235 @Yettidewi @yusdi_usman @Sarah_Pnd,8/10/2013 7:02,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,1,,,,
89953012,jendralajaib,RT @forzafauzan: @PartaiSocmed FUI kemaren demo tolak Miss World tp poster yg dibawa Pasangan capres Wiranto-Tanoe. #lha #begimana,9/7/2013 5:54,Wiranto,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Disana Disini Disitu,-1,,,,
91388928,vitarest,RT @agnesriani: tidak akan ada capres yg berhasil menjadi presiden jk kelakuan msh spt itu (read: menghujat org via twitter),9/10/2013 10:10,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,-1,,,,
93984727,ayudewimaros,Ngebet banget mau jd capres. JK nggak bisa lg tuh tahu diri. #UrusCucu,11/4/2013 16:47,JK,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Makassar,-1,,,,
94252947,JokowiRI_2014,RT @Ice_jie: @Presiden2014com @jokowi_do2 jokowi mauu jadi presiden?? JK juga akaan ikuu! Hiduuup JK :),8/17/2013 6:20,JK,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Istana Rakyat,1,,,,
97148605,JokowiMendengar,RT @alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi siapa lg yg mau gabung untuk jadi Tim Sukses Gratis jokowi for RI...,9/12/2013 18:18,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Jakarta,1,,,,
97356896,radiopatria,"[4-end] calonkan diri sebagai presiden, Jokowi harus bersiap mencari partai lain yg bersedia mengusungnya. [kompasdotkom]",8/29/2013 11:08,Jokowi,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",Blitar - East Java - Indonesia,-1,,,,
98688677,TuitJakarta,"#TuitJakarta Jika Maju Jadi Capres, Jokowi akan Bertemu Lawan Berat #Jakarta #Tuit",8/30/2013 10:06,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Tuit Regional Jakarta,-1,,,,
98839504,veren4ever,"RT @aspin4565: Lagi musim pake for..for..for.., | BBM For Android | Jokowi For Presiden | Jokowi For Android *digetok Jasmev",9/21/2013 12:31,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",di JALANAN,1,,,,
103017995,bintangmangkauk,@TrioMacan2000 Jokowi belom layak dunk jd Presiden??? Jokowi ikut kampanye dibeberapa Pilkada ngk effect.,9/1/2013 4:43,Jokowi,web,"Makassar - Jakarta, Indonesia.",-1,,,,
103434056,morasundusing,"Nyapres aaahh RT @petergontha Angkat tangan deh, mau yang jadi presiden Jokowi atau Oma Irama apa Sule terserah,",11/28/2013 11:58,Jokowi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",,1,,,,
109580439,panca66,"86 RT @yogihartarto: Plus buzzer2 nya ya ? :) @panca66: Aman, ada presiden Jokowi #eh RT @yogihartarto: Mdh2an 2015 Indonesia nggk alami hal",2/22/2014 15:53,None,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",,1,,,,
112728061,Presiden2014com,RT @AniiiArsyad: @DianSry_  bah cilaka 12 Indonesia klo f*rhat jd presiden. ARB dong \m/,11/29/2013 3:35,Aburizal,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,-1,,,,
112805503,FlaQuenz,RT @Mas_Shidqy: Jokowi jadi Presiden. Prabowo jadi penasehat utama. Ahok jadi Gubernur Jakarta. #Indonesia2014,8/28/2013 17:35,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Cirebon,-1,,,,
115497450,sabastian_r,@Dindapratiwiwi Skali2 kaya dulu jaman2 presiden megawati gtu skali libur lngsung libur 1 bulan gtu -___- *Menghayal,8/30/2013 13:57,Megawati,web,ShadyRecord,1,,,,
117798342,siraul_ebat,"Apa beliau g punya kerjaan, punya akun segini banyak? RT @lakistyle @jokowi2014 @jokowi_do2 @jokowi_id @jokowi_presiden @jokowi_ri...",9/14/2013 17:56,Jokowi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Dpan TV nonton Hallo Selebriti,-1,,,,
121161236,iwanfebri011,"Capres Jokowi terganjal bus bekas, jika terbukti terlibat, habis deh. #busbekas @Fahrihamzah",2/10/2014 9:26,None,web,,-1,,,,
121899273,JokowiPres,"RT @Tree_macan2000: @SBYudhoyono @basuki_btp orang2 pada semanget betul dukung jokowi capres,jokowi emoh,emoh opo pura2 emoh..?",9/19/2013 17:21,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
127925535,adamjudge,"Semoga PDIP dan Megawati sadar, klo Jokowi masih punya janji untuk jakarta 5 tahun ini. Buktikan dulu 5 tahun, baru bicara presiden. #jokowi",9/15/2013 16:05,Jokowi,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","�T: -6.2083814,106.8835992",-1,,,,
130750290,Caleg_Bersih,RT @Me_AswinDP: Menurut saya akan keren jika Indonesia ber presiden kan @aniesbaswedan  dan wakil presiden @jokowi_do2 ...,9/13/2013 19:01,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
131399502,princetokek,"RT @adamjudge: Semoga PDIP dan Megawati sadar, klo Jokowi masih punya janji untuk jakarta 5 tahun ini. Buktikan dulu 5 tahun, baru bicara p...",9/15/2013 16:20,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Gecko farm,-1,,,,
133343972,patih_patria,@FahrelStv Gak setuju Jokowi jadi Cawapres.. CAPRES JOKOWI harga mati...,8/1/2013 0:33,Jokowi,web,BLITAR - INDONESIA,1,,,,
133563970,JokowiPres,RT @koeztri: @alankomar_ @tutihand_ emang ada #capres jokowi ya ?,9/19/2013 0:42,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
134435753,BronzeProfile,"Henky Santhoz A- Soal Capres, Dahlan Ngaku Dipepet Tiga Partai:  Dahlan Iskan mengakui adanya sejumlah partai politik y...  BOT TWEET  ",8/25/2013 17:33,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesian,1,,,,
134591276,yuniar_wg,"Yang lain dukung Capres Jokowi, Prabowo, ARB, Surya Paloh, aku dukung Capres Pah Mahfud MD aja, kalo kamu dukung siapa beib #SurveyCapres",9/8/2013 8:08,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>","Semarang, Indonesia",1,,,,
138878371,Iwan_Kusuma1,"DIS Omdo""@Peni_Asih: DEMOKRAT?! ""@despar54: Dahlan: Sy yakin Menang All out kalahkan Capres Jokowi @yusdiusman @LangitquJingga @amalontoh",2/15/2014 16:22,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
139416682,despar54,LPSI: Capres Hatta R paling top dr Parpol Islam @Sofyanguntur1 @MyBesar @HelmiHelmimoze @krasn4y4 @bang_is @aanaccess @masbedjo  @Ariefm22,11/15/2013 4:38,Hatta,despar54,UGm,1,,,,
139837133,jo_pardomuan,"Jangan pilih penculik! ""@ulinyusron: Kalau Jawa Tengah bisa melahirkan capres Jokowi, nah dari Jawa Timur digorenglah Ibu Walkot utk jadi ca",2/21/2014 6:57,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
143829259,wahyudiratno,Jebres2.... RT @GusYehia: Capres JK - Rhoma Irama...wah bisa langsung dilamar HTI neh dikasih proposal khilafah :p,11/4/2013 14:33,JK,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",Jepara Indonesia,-1,,,,
145422437,despar54,LPSI: Capres Hatta R paling top dr Parpol Islam @Alex4_110 @joni_arlo @SistaAgni @dedenbasuki @abelcolection @Mbi_Lung @tannusantara,11/15/2013 4:37,Hatta,despar54,UGm,1,,,,
145721423,Mbi_Lung,"@iskan_dahlan?- MIMPI :D.ngurusin BUMN saja mencret, kok mau macem2@despar54:4 Prgram Capres Dahlan RI Ekonomi Maju No20 Dunia, SDM bermutu",9/9/2013 6:23,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,-1,,,,
149491958,gareng2013,Liat aja TL-nya @ridlwandjogja hampir semua yg bicara tg Capres Jokowi dipasangin sama tokoh laen.. UUJ (Ujung2nye Jokowi) #eaaa,2/18/2014 10:42,None,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,1,,,,
149547088,Presiden2014com,"RT @kasanmulyono: Pak @iskan_dahlan dong ""@alrusmining: @anismatta dong RT@SaveIDN: Siapa yg sdh siap jadi presiden? Prabowo? Aher? Wiranto",2/22/2014 10:23,None,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,1,,,,
